start_adr_sec,end_adr_sec,start_guide_sec,end_guide_sec,duration_sec,reason,severity,value
0.300000,0.750000,0.240000,0.240000,0.450000,PLATEAU,1,0.000000
9.600000,10.770000,8.610000,8.610000,1.170000,PLATEAU,2,0.000000
